trust_index,cntry,agea,gndr,eisced,hincfel,geo,gini,gdp_pps
8.0,AT,53,2,3,1,AT,28.1,121.0
3.3333333333333335,AT,90,2,2,2,AT,28.1,121.0
7.0,AT,75,2,2,2,AT,28.1,121.0
3.3333333333333335,AT,61,2,2,2,AT,28.1,121.0
1.3333333333333333,AT,49,1,3,2,AT,28.1,121.0
8.333333333333334,AT,26,1,5,1,AT,28.1,121.0
5.666666666666667,AT,70,2,3,2,AT,28.1,121.0
1.6666666666666667,AT,85,2,2,2,AT,28.1,121.0
5.666666666666667,AT,43,2,3,3,AT,28.1,121.0
5.0,AT,72,2,3,1,AT,28.1,121.0
7.0,AT,78,2,2,2,AT,28.1,121.0
7.333333333333333,AT,41,1,2,2,AT,28.1,121.0
8.0,AT,31,2,3,1,AT,28.1,121.0
7.0,AT,86,1,7,1,AT,28.1,121.0
5.333333333333333,AT,77,2,2,2,AT,28.1,121.0
7.0,AT,73,2,5,2,AT,28.1,121.0
4.0,AT,37,2,3,2,AT,28.1,121.0
7.666666666666667,AT,63,1,3,2,AT,28.1,121.0
8.0,AT,70,2,6,2,AT,28.1,121.0
6.666666666666667,AT,47,1,5,2,AT,28.1,121.0
5.333333333333333,AT,37,1,6,1,AT,28.1,121.0
8.333333333333334,AT,63,1,7,1,AT,28.1,121.0
5.666666666666667,AT,68,1,3,1,AT,28.1,121.0
4.0,AT,58,1,2,3,AT,28.1,121.0
4.666666666666667,AT,51,2,3,3,AT,28.1,121.0
8.0,AT,35,1,7,1,AT,28.1,121.0
4.333333333333333,AT,76,2,2,1,AT,28.1,121.0
4.333333333333333,AT,58,2,3,2,AT,28.1,121.0
7.333333333333333,AT,29,2,3,2,AT,28.1,121.0
7.0,AT,64,2,3,1,AT,28.1,121.0
7.333333333333333,AT,30,2,7,3,AT,28.1,121.0
9.0,AT,27,2,4,2,AT,28.1,121.0
7.666666666666667,AT,78,2,2,2,AT,28.1,121.0
7.0,AT,71,2,3,2,AT,28.1,121.0
8.0,AT,69,2,5,1,AT,28.1,121.0
6.333333333333333,AT,41,2,4,1,AT,28.1,121.0
6.666666666666667,AT,74,1,7,1,AT,28.1,121.0
5.666666666666667,AT,83,1,5,1,AT,28.1,121.0
7.333333333333333,AT,49,1,3,2,AT,28.1,121.0
9.333333333333334,AT,87,2,5,1,AT,28.1,121.0
7.666666666666667,AT,48,1,5,2,AT,28.1,121.0
7.0,AT,59,2,2,7,AT,28.1,121.0
5.333333333333333,AT,57,1,3,4,AT,28.1,121.0
3.3333333333333335,AT,44,1,3,1,AT,28.1,121.0
3.6666666666666665,AT,64,2,3,2,AT,28.1,121.0
8.0,AT,41,2,3,1,AT,28.1,121.0
5.333333333333333,AT,19,2,2,1,AT,28.1,121.0
7.333333333333333,AT,52,1,1,2,AT,28.1,121.0
8.333333333333334,AT,67,2,7,2,AT,28.1,121.0
8.666666666666666,AT,71,2,3,1,AT,28.1,121.0
5.0,AT,59,2,55,2,AT,28.1,121.0
5.333333333333333,AT,29,2,3,2,AT,28.1,121.0
4.333333333333333,AT,53,2,3,2,AT,28.1,121.0
6.0,AT,76,1,3,2,AT,28.1,121.0
5.0,AT,55,1,3,1,AT,28.1,121.0
7.333333333333333,AT,50,2,3,2,AT,28.1,121.0
6.666666666666667,AT,55,2,3,1,AT,28.1,121.0
7.666666666666667,AT,31,2,5,2,AT,28.1,121.0
6.666666666666667,AT,74,1,3,2,AT,28.1,121.0
7.333333333333333,AT,39,2,5,2,AT,28.1,121.0
8.666666666666666,AT,64,2,5,1,AT,28.1,121.0
5.333333333333333,AT,43,1,3,4,AT,28.1,121.0
5.333333333333333,AT,65,2,2,2,AT,28.1,121.0
7.666666666666667,AT,22,1,6,2,AT,28.1,121.0
8.0,AT,47,1,3,2,AT,28.1,121.0
5.0,AT,45,1,5,2,AT,28.1,121.0
2.3333333333333335,AT,64,1,3,2,AT,28.1,121.0
8.0,AT,60,1,7,1,AT,28.1,121.0
5.666666666666667,AT,32,1,3,2,AT,28.1,121.0
6.666666666666667,AT,68,2,3,2,AT,28.1,121.0
2.6666666666666665,AT,40,2,5,1,AT,28.1,121.0
5.666666666666667,AT,84,2,3,2,AT,28.1,121.0
7.0,AT,59,1,3,1,AT,28.1,121.0
5.0,AT,27,1,3,2,AT,28.1,121.0
6.666666666666667,AT,72,2,7,2,AT,28.1,121.0
8.333333333333334,AT,47,2,4,3,AT,28.1,121.0
3.3333333333333335,AT,58,1,3,2,AT,28.1,121.0
6.0,AT,55,2,3,2,AT,28.1,121.0
7.0,AT,80,2,2,2,AT,28.1,121.0
7.333333333333333,AT,21,1,4,2,AT,28.1,121.0
10.0,AT,67,1,7,1,AT,28.1,121.0
5.666666666666667,AT,37,2,3,1,AT,28.1,121.0
6.666666666666667,AT,54,1,3,2,AT,28.1,121.0
4.666666666666667,AT,30,1,7,1,AT,28.1,121.0
6.666666666666667,AT,61,2,3,2,AT,28.1,121.0
2.3333333333333335,AT,62,2,2,2,AT,28.1,121.0
6.0,AT,67,1,6,2,AT,28.1,121.0
8.0,AT,88,2,6,1,AT,28.1,121.0
6.333333333333333,AT,50,2,7,1,AT,28.1,121.0
5.333333333333333,AT,70,1,7,2,AT,28.1,121.0
7.333333333333333,AT,50,1,3,1,AT,28.1,121.0
7.333333333333333,AT,74,2,3,1,AT,28.1,121.0
6.333333333333333,AT,49,2,3,2,AT,28.1,121.0
4.666666666666667,AT,42,1,7,1,AT,28.1,121.0
7.666666666666667,AT,54,2,3,2,AT,28.1,121.0
4.0,AT,81,2,5,1,AT,28.1,121.0
7.666666666666667,AT,49,2,5,2,AT,28.1,121.0
7.0,AT,40,2,6,2,AT,28.1,121.0
6.0,AT,54,2,3,2,AT,28.1,121.0
7.333333333333333,AT,18,1,2,2,AT,28.1,121.0
10.0,AT,38,2,3,2,AT,28.1,121.0
9.666666666666666,AT,65,2,2,2,AT,28.1,121.0
7.0,AT,54,2,3,1,AT,28.1,121.0
4.666666666666667,AT,56,2,3,1,AT,28.1,121.0
6.333333333333333,AT,48,2,7,1,AT,28.1,121.0
5.0,AT,68,2,4,1,AT,28.1,121.0
5.0,AT,61,1,6,2,AT,28.1,121.0
5.666666666666667,AT,57,2,3,2,AT,28.1,121.0
6.333333333333333,AT,58,2,3,2,AT,28.1,121.0
6.333333333333333,AT,77,2,2,2,AT,28.1,121.0
5.666666666666667,AT,42,2,7,3,AT,28.1,121.0
8.0,AT,72,2,3,2,AT,28.1,121.0
7.333333333333333,AT,20,2,3,3,AT,28.1,121.0
5.666666666666667,AT,61,1,6,2,AT,28.1,121.0
5.666666666666667,AT,29,2,3,3,AT,28.1,121.0
4.666666666666667,AT,58,1,3,2,AT,28.1,121.0
3.0,AT,31,1,5,1,AT,28.1,121.0
8.0,AT,84,2,2,2,AT,28.1,121.0
5.0,AT,77,1,7,1,AT,28.1,121.0
6.666666666666667,AT,39,1,3,1,AT,28.1,121.0
7.666666666666667,AT,38,1,7,1,AT,28.1,121.0
5.0,AT,57,1,4,2,AT,28.1,121.0
5.0,AT,71,2,2,2,AT,28.1,121.0
7.333333333333333,AT,77,2,2,2,AT,28.1,121.0
9.333333333333334,AT,44,2,3,2,AT,28.1,121.0
7.0,AT,52,2,3,2,AT,28.1,121.0
6.333333333333333,AT,52,2,3,2,AT,28.1,121.0
0.3333333333333333,AT,35,2,6,3,AT,28.1,121.0
8.666666666666666,AT,58,2,5,1,AT,28.1,121.0
3.6666666666666665,AT,55,2,5,3,AT,28.1,121.0
3.3333333333333335,AT,57,2,2,2,AT,28.1,121.0
6.333333333333333,AT,34,2,6,1,AT,28.1,121.0
8.0,AT,25,1,3,1,AT,28.1,121.0
2.0,AT,51,2,5,3,AT,28.1,121.0
6.333333333333333,AT,46,1,3,1,AT,28.1,121.0
8.333333333333334,AT,57,2,3,2,AT,28.1,121.0
6.666666666666667,AT,28,1,3,2,AT,28.1,121.0
7.0,AT,61,2,7,2,AT,28.1,121.0
5.0,AT,40,2,4,2,AT,28.1,121.0
4.333333333333333,AT,82,1,3,2,AT,28.1,121.0
4.0,AT,77,2,3,3,AT,28.1,121.0
4.0,AT,58,2,2,3,AT,28.1,121.0
5.0,AT,19,1,2,1,AT,28.1,121.0
8.666666666666666,AT,39,2,5,3,AT,28.1,121.0
10.0,AT,76,1,3,1,AT,28.1,121.0
9.0,AT,68,2,3,2,AT,28.1,121.0
6.666666666666667,AT,82,2,2,2,AT,28.1,121.0
6.333333333333333,AT,47,2,2,3,AT,28.1,121.0
7.0,AT,28,2,6,2,AT,28.1,121.0
7.333333333333333,AT,61,1,3,1,AT,28.1,121.0
6.333333333333333,AT,43,2,7,4,AT,28.1,121.0
4.333333333333333,AT,66,2,3,1,AT,28.1,121.0
7.666666666666667,AT,72,2,3,2,AT,28.1,121.0
7.333333333333333,AT,72,2,4,2,AT,28.1,121.0
6.666666666666667,AT,23,2,3,2,AT,28.1,121.0
5.0,AT,37,1,3,2,AT,28.1,121.0
8.0,AT,73,2,3,2,AT,28.1,121.0
6.0,AT,62,1,3,1,AT,28.1,121.0
6.666666666666667,AT,51,2,7,1,AT,28.1,121.0
7.333333333333333,AT,51,2,7,1,AT,28.1,121.0
5.666666666666667,AT,57,1,5,1,AT,28.1,121.0
5.666666666666667,AT,62,2,3,2,AT,28.1,121.0
8.0,AT,49,2,3,1,AT,28.1,121.0
5.333333333333333,AT,46,2,2,3,AT,28.1,121.0
8.0,AT,51,2,3,2,AT,28.1,121.0
7.666666666666667,AT,71,1,3,2,AT,28.1,121.0
6.333333333333333,AT,74,2,4,1,AT,28.1,121.0
8.0,AT,47,2,6,1,AT,28.1,121.0
8.333333333333334,AT,16,1,2,2,AT,28.1,121.0
6.0,AT,81,1,3,2,AT,28.1,121.0
4.0,AT,34,1,5,3,AT,28.1,121.0
6.333333333333333,AT,68,1,3,3,AT,28.1,121.0
8.0,AT,79,2,5,2,AT,28.1,121.0
5.333333333333333,AT,26,1,3,2,AT,28.1,121.0
6.333333333333333,AT,21,2,55,3,AT,28.1,121.0
7.333333333333333,AT,65,2,3,1,AT,28.1,121.0
4.333333333333333,AT,29,2,5,1,AT,28.1,121.0
6.666666666666667,AT,62,2,6,1,AT,28.1,121.0
7.333333333333333,AT,63,2,7,2,AT,28.1,121.0
6.666666666666667,AT,73,2,2,2,AT,28.1,121.0
8.0,AT,25,2,3,3,AT,28.1,121.0
7.666666666666667,AT,80,2,7,2,AT,28.1,121.0
6.333333333333333,AT,53,1,3,2,AT,28.1,121.0
5.0,AT,35,1,3,2,AT,28.1,121.0
6.666666666666667,AT,83,2,2,2,AT,28.1,121.0
6.666666666666667,AT,49,1,5,1,AT,28.1,121.0
6.666666666666667,AT,48,2,6,3,AT,28.1,121.0
6.333333333333333,AT,58,2,3,2,AT,28.1,121.0
6.333333333333333,AT,42,2,3,3,AT,28.1,121.0
6.0,AT,84,1,3,2,AT,28.1,121.0
4.333333333333333,AT,77,1,3,1,AT,28.1,121.0
5.666666666666667,AT,46,2,5,1,AT,28.1,121.0
5.333333333333333,AT,45,2,5,2,AT,28.1,121.0
6.333333333333333,AT,58,1,3,2,AT,28.1,121.0
7.333333333333333,AT,29,2,6,1,AT,28.1,121.0
6.333333333333333,AT,65,2,3,2,AT,28.1,121.0
8.333333333333334,AT,24,2,6,1,AT,28.1,121.0
6.666666666666667,AT,53,1,3,1,AT,28.1,121.0
6.666666666666667,AT,37,2,6,1,AT,28.1,121.0
7.0,AT,51,1,3,1,AT,28.1,121.0
4.0,AT,54,2,5,3,AT,28.1,121.0
6.0,AT,63,2,3,3,AT,28.1,121.0
5.0,AT,33,2,5,2,AT,28.1,121.0
8.0,AT,66,1,3,2,AT,28.1,121.0
6.666666666666667,AT,21,2,3,2,AT,28.1,121.0
8.0,AT,36,2,3,2,AT,28.1,121.0
8.666666666666666,AT,35,2,3,1,AT,28.1,121.0
7.666666666666667,AT,66,2,3,2,AT,28.1,121.0
5.666666666666667,AT,87,2,2,1,AT,28.1,121.0
5.0,AT,76,1,3,2,AT,28.1,121.0
6.0,AT,82,2,5,1,AT,28.1,121.0
7.333333333333333,AT,33,2,3,2,AT,28.1,121.0
6.666666666666667,AT,61,1,3,2,AT,28.1,121.0
6.666666666666667,AT,82,2,2,2,AT,28.1,121.0
7.0,AT,27,2,3,2,AT,28.1,121.0
4.0,AT,69,2,5,2,AT,28.1,121.0
5.333333333333333,AT,67,1,7,1,AT,28.1,121.0
7.666666666666667,AT,67,1,3,2,AT,28.1,121.0
8.0,AT,63,2,4,2,AT,28.1,121.0
7.333333333333333,AT,44,2,3,3,AT,28.1,121.0
2.3333333333333335,AT,51,2,5,1,AT,28.1,121.0
5.0,AT,47,1,6,2,AT,28.1,121.0
6.666666666666667,AT,41,2,3,2,AT,28.1,121.0
6.333333333333333,AT,49,2,3,2,AT,28.1,121.0
0.0,AT,23,2,3,2,AT,28.1,121.0
7.666666666666667,AT,43,2,3,2,AT,28.1,121.0
5.666666666666667,AT,78,2,3,2,AT,28.1,121.0
7.0,AT,29,1,3,2,AT,28.1,121.0
6.666666666666667,AT,69,1,3,2,AT,28.1,121.0
6.0,AT,46,2,3,1,AT,28.1,121.0
4.333333333333333,AT,54,2,3,1,AT,28.1,121.0
3.0,AT,81,2,2,4,AT,28.1,121.0
8.0,AT,35,1,3,1,AT,28.1,121.0
5.666666666666667,AT,67,2,6,2,AT,28.1,121.0
4.333333333333333,AT,58,2,2,3,AT,28.1,121.0
8.333333333333334,AT,42,1,6,1,AT,28.1,121.0
6.666666666666667,AT,33,1,5,3,AT,28.1,121.0
5.666666666666667,AT,45,2,3,2,AT,28.1,121.0
4.666666666666667,AT,52,2,3,1,AT,28.1,121.0
6.333333333333333,AT,84,2,2,2,AT,28.1,121.0
7.666666666666667,AT,41,2,5,2,AT,28.1,121.0
5.333333333333333,AT,73,1,5,4,AT,28.1,121.0
4.333333333333333,AT,23,1,3,2,AT,28.1,121.0
6.333333333333333,AT,32,1,3,2,AT,28.1,121.0
3.6666666666666665,AT,55,2,2,2,AT,28.1,121.0
2.6666666666666665,AT,41,1,5,2,AT,28.1,121.0
3.3333333333333335,AT,73,2,3,2,AT,28.1,121.0
8.0,AT,29,1,5,1,AT,28.1,121.0
6.666666666666667,AT,16,1,2,2,AT,28.1,121.0
7.0,AT,25,1,6,2,AT,28.1,121.0
3.0,AT,90,2,55,3,AT,28.1,121.0
8.0,AT,81,2,3,2,AT,28.1,121.0
8.333333333333334,AT,49,1,3,2,AT,28.1,121.0
6.0,AT,78,2,3,3,AT,28.1,121.0
7.666666666666667,AT,15,2,2,8,AT,28.1,121.0
7.0,AT,76,2,5,2,AT,28.1,121.0
6.666666666666667,AT,78,1,3,2,AT,28.1,121.0
8.0,AT,73,2,3,2,AT,28.1,121.0
5.333333333333333,AT,34,2,3,2,AT,28.1,121.0
4.0,AT,48,1,3,3,AT,28.1,121.0
8.0,AT,58,1,2,2,AT,28.1,121.0
7.333333333333333,AT,51,2,3,1,AT,28.1,121.0
7.0,AT,67,1,3,2,AT,28.1,121.0
6.0,AT,64,1,5,1,AT,28.1,121.0
2.6666666666666665,AT,65,1,7,1,AT,28.1,121.0
6.0,AT,71,2,6,1,AT,28.1,121.0
4.333333333333333,AT,79,1,3,1,AT,28.1,121.0
7.0,AT,85,2,2,2,AT,28.1,121.0
7.0,AT,27,2,3,2,AT,28.1,121.0
1.3333333333333333,AT,55,2,1,2,AT,28.1,121.0
7.333333333333333,AT,18,2,3,2,AT,28.1,121.0
5.666666666666667,AT,46,1,5,2,AT,28.1,121.0
5.0,AT,67,2,2,3,AT,28.1,121.0
2.6666666666666665,AT,54,1,3,2,AT,28.1,121.0
8.0,AT,39,2,3,2,AT,28.1,121.0
4.333333333333333,AT,53,2,3,1,AT,28.1,121.0
9.0,AT,19,2,2,2,AT,28.1,121.0
6.333333333333333,AT,53,1,7,1,AT,28.1,121.0
7.0,AT,24,2,3,2,AT,28.1,121.0
4.333333333333333,AT,28,1,2,2,AT,28.1,121.0
7.333333333333333,AT,68,1,3,2,AT,28.1,121.0
5.0,AT,33,1,5,2,AT,28.1,121.0
6.333333333333333,AT,55,2,3,3,AT,28.1,121.0
5.0,AT,63,2,7,2,AT,28.1,121.0
2.0,AT,68,2,2,1,AT,28.1,121.0
4.666666666666667,AT,64,2,3,3,AT,28.1,121.0
3.0,AT,71,1,3,1,AT,28.1,121.0
7.333333333333333,AT,69,1,5,2,AT,28.1,121.0
5.333333333333333,AT,75,2,3,3,AT,28.1,121.0
5.666666666666667,AT,53,1,5,1,AT,28.1,121.0
6.666666666666667,AT,49,1,4,1,AT,28.1,121.0
7.333333333333333,AT,43,1,5,1,AT,28.1,121.0
7.0,AT,86,2,3,2,AT,28.1,121.0
6.666666666666667,AT,62,2,3,2,AT,28.1,121.0
5.0,AT,69,1,2,2,AT,28.1,121.0
7.666666666666667,AT,58,2,7,1,AT,28.1,121.0
4.0,AT,79,2,3,1,AT,28.1,121.0
0.6666666666666666,AT,68,2,3,4,AT,28.1,121.0
2.6666666666666665,AT,77,1,3,3,AT,28.1,121.0
7.666666666666667,AT,36,2,3,1,AT,28.1,121.0
8.0,AT,62,1,3,2,AT,28.1,121.0
8.0,AT,78,1,3,2,AT,28.1,121.0
5.666666666666667,AT,17,1,3,1,AT,28.1,121.0
6.666666666666667,AT,29,2,7,1,AT,28.1,121.0
5.333333333333333,AT,49,1,3,2,AT,28.1,121.0
8.0,AT,68,2,3,1,AT,28.1,121.0
2.6666666666666665,AT,54,2,5,2,AT,28.1,121.0
6.333333333333333,AT,58,2,5,1,AT,28.1,121.0
8.0,AT,58,2,4,3,AT,28.1,121.0
6.333333333333333,AT,51,2,3,2,AT,28.1,121.0
7.333333333333333,AT,78,1,5,2,AT,28.1,121.0
3.0,AT,56,1,3,2,AT,28.1,121.0
7.666666666666667,AT,53,1,3,2,AT,28.1,121.0
4.666666666666667,AT,78,2,1,2,AT,28.1,121.0
3.0,AT,57,2,3,3,AT,28.1,121.0
6.0,AT,25,2,6,1,AT,28.1,121.0
7.333333333333333,AT,54,1,3,2,AT,28.1,121.0
7.0,AT,60,1,3,2,AT,28.1,121.0
6.333333333333333,AT,58,2,2,2,AT,28.1,121.0
6.0,AT,45,2,5,2,AT,28.1,121.0
6.333333333333333,AT,59,1,3,1,AT,28.1,121.0
7.333333333333333,AT,87,2,4,2,AT,28.1,121.0
5.0,AT,74,1,2,2,AT,28.1,121.0
1.0,AT,66,2,2,3,AT,28.1,121.0
7.0,AT,51,2,3,2,AT,28.1,121.0
5.0,AT,45,2,4,2,AT,28.1,121.0
7.666666666666667,AT,42,1,3,2,AT,28.1,121.0
7.333333333333333,AT,68,1,55,1,AT,28.1,121.0
4.666666666666667,AT,60,2,3,1,AT,28.1,121.0
6.0,AT,67,2,3,2,AT,28.1,121.0
5.666666666666667,AT,19,1,4,1,AT,28.1,121.0
5.333333333333333,AT,69,2,3,2,AT,28.1,121.0
5.333333333333333,AT,46,1,4,2,AT,28.1,121.0
3.6666666666666665,AT,78,1,5,1,AT,28.1,121.0
8.666666666666666,AT,56,1,5,1,AT,28.1,121.0
1.3333333333333333,AT,75,2,2,2,AT,28.1,121.0
4.0,AT,32,2,6,2,AT,28.1,121.0
8.0,AT,38,2,5,2,AT,28.1,121.0
6.666666666666667,AT,49,2,6,1,AT,28.1,121.0
7.0,AT,57,1,3,1,AT,28.1,121.0
8.0,AT,42,2,7,2,AT,28.1,121.0
6.666666666666667,AT,32,2,55,1,AT,28.1,121.0
7.666666666666667,AT,39,2,3,2,AT,28.1,121.0
7.333333333333333,AT,61,2,3,2,AT,28.1,121.0
5.333333333333333,AT,74,1,3,1,AT,28.1,121.0
4.333333333333333,AT,80,1,2,2,AT,28.1,121.0
5.666666666666667,AT,70,2,3,2,AT,28.1,121.0
9.0,AT,39,2,7,1,AT,28.1,121.0
7.666666666666667,AT,68,2,3,2,AT,28.1,121.0
3.6666666666666665,AT,67,1,3,2,AT,28.1,121.0
6.333333333333333,AT,57,2,3,1,AT,28.1,121.0
6.666666666666667,AT,36,2,5,3,AT,28.1,121.0
5.666666666666667,AT,74,2,6,1,AT,28.1,121.0
6.666666666666667,AT,76,1,3,1,AT,28.1,121.0
4.666666666666667,AT,83,2,2,1,AT,28.1,121.0
4.333333333333333,AT,59,2,3,3,AT,28.1,121.0
7.0,AT,75,1,3,1,AT,28.1,121.0
6.333333333333333,AT,60,1,4,4,AT,28.1,121.0
10.0,AT,21,1,2,2,AT,28.1,121.0
6.0,AT,31,1,3,1,AT,28.1,121.0
5.0,AT,57,2,2,2,AT,28.1,121.0
6.0,AT,18,1,2,1,AT,28.1,121.0
4.666666666666667,AT,63,2,3,2,AT,28.1,121.0
5.0,AT,64,1,5,2,AT,28.1,121.0
6.333333333333333,AT,17,1,2,2,AT,28.1,121.0
9.0,AT,17,1,2,1,AT,28.1,121.0
8.333333333333334,AT,46,2,6,1,AT,28.1,121.0
7.0,AT,51,2,2,3,AT,28.1,121.0
7.333333333333333,AT,48,2,3,2,AT,28.1,121.0
5.0,AT,56,2,5,2,AT,28.1,121.0
7.0,AT,28,1,6,1,AT,28.1,121.0
4.666666666666667,AT,65,1,3,2,AT,28.1,121.0
8.333333333333334,AT,54,1,3,1,AT,28.1,121.0
5.333333333333333,AT,34,1,3,2,AT,28.1,121.0
6.666666666666667,AT,42,1,5,2,AT,28.1,121.0
8.0,AT,51,1,3,2,AT,28.1,121.0
7.0,AT,81,1,3,1,AT,28.1,121.0
7.0,AT,78,2,5,1,AT,28.1,121.0
7.0,AT,86,2,2,3,AT,28.1,121.0
7.333333333333333,AT,26,2,6,4,AT,28.1,121.0
5.0,AT,67,1,7,1,AT,28.1,121.0
7.0,AT,67,2,6,1,AT,28.1,121.0
8.666666666666666,AT,36,2,5,7,AT,28.1,121.0
7.0,AT,55,2,3,1,AT,28.1,121.0
7.333333333333333,AT,48,1,5,2,AT,28.1,121.0
7.0,AT,22,2,3,1,AT,28.1,121.0
6.0,AT,22,1,5,1,AT,28.1,121.0
3.3333333333333335,AT,37,2,4,7,AT,28.1,121.0
6.0,AT,61,2,3,1,AT,28.1,121.0
8.0,AT,73,2,3,3,AT,28.1,121.0
8.0,AT,82,2,2,2,AT,28.1,121.0
5.666666666666667,AT,43,1,5,1,AT,28.1,121.0
5.333333333333333,AT,44,1,3,2,AT,28.1,121.0
3.6666666666666665,AT,69,2,3,3,AT,28.1,121.0
6.0,AT,42,1,5,1,AT,28.1,121.0
4.666666666666667,AT,75,1,2,2,AT,28.1,121.0
7.666666666666667,AT,78,2,3,3,AT,28.1,121.0
6.666666666666667,AT,48,1,3,2,AT,28.1,121.0
7.333333333333333,AT,46,1,5,2,AT,28.1,121.0
4.666666666666667,AT,23,1,3,2,AT,28.1,121.0
8.0,AT,58,2,3,4,AT,28.1,121.0
8.0,AT,65,2,55,1,AT,28.1,121.0
5.333333333333333,AT,47,1,5,3,AT,28.1,121.0
6.0,AT,30,1,3,2,AT,28.1,121.0
5.0,AT,83,2,2,2,AT,28.1,121.0
5.333333333333333,AT,82,1,3,2,AT,28.1,121.0
5.333333333333333,AT,64,1,3,2,AT,28.1,121.0
7.666666666666667,AT,85,1,3,2,AT,28.1,121.0
7.666666666666667,AT,36,2,77,2,AT,28.1,121.0
6.0,AT,27,2,2,2,AT,28.1,121.0
5.0,AT,79,1,2,2,AT,28.1,121.0
8.0,AT,75,2,2,2,AT,28.1,121.0
4.0,AT,52,1,7,1,AT,28.1,121.0
4.333333333333333,AT,41,2,6,2,AT,28.1,121.0
5.333333333333333,AT,35,1,6,3,AT,28.1,121.0
6.666666666666667,AT,56,1,3,2,AT,28.1,121.0
4.333333333333333,AT,58,2,7,2,AT,28.1,121.0
7.0,AT,66,2,7,1,AT,28.1,121.0
7.333333333333333,AT,82,2,3,2,AT,28.1,121.0
2.3333333333333335,AT,52,1,7,1,AT,28.1,121.0
8.0,AT,33,2,3,1,AT,28.1,121.0
3.0,AT,57,2,3,2,AT,28.1,121.0
8.0,AT,86,2,5,1,AT,28.1,121.0
5.0,AT,83,2,3,2,AT,28.1,121.0
6.666666666666667,AT,53,2,3,2,AT,28.1,121.0
6.666666666666667,AT,45,1,3,1,AT,28.1,121.0
9.333333333333334,AT,40,2,3,1,AT,28.1,121.0
4.666666666666667,AT,75,2,3,1,AT,28.1,121.0
7.0,AT,29,2,5,1,AT,28.1,121.0
7.0,AT,81,2,3,2,AT,28.1,121.0
7.666666666666667,AT,63,1,3,1,AT,28.1,121.0
7.0,AT,52,1,3,1,AT,28.1,121.0
7.0,AT,32,2,3,2,AT,28.1,121.0
7.666666666666667,AT,61,1,3,2,AT,28.1,121.0
3.6666666666666665,AT,67,2,4,2,AT,28.1,121.0
8.333333333333334,AT,81,2,6,1,AT,28.1,121.0
6.0,AT,63,1,3,1,AT,28.1,121.0
6.333333333333333,AT,23,2,4,2,AT,28.1,121.0
5.0,AT,73,2,3,2,AT,28.1,121.0
7.333333333333333,AT,56,1,3,2,AT,28.1,121.0
4.666666666666667,AT,64,2,5,3,AT,28.1,121.0
7.0,AT,19,1,2,2,AT,28.1,121.0
8.333333333333334,AT,75,2,2,2,AT,28.1,121.0
3.3333333333333335,AT,23,2,2,3,AT,28.1,121.0
7.0,AT,71,1,3,1,AT,28.1,121.0
7.666666666666667,AT,46,2,4,2,AT,28.1,121.0
7.0,AT,80,2,5,1,AT,28.1,121.0
4.333333333333333,AT,67,2,6,1,AT,28.1,121.0
8.0,AT,41,1,2,3,AT,28.1,121.0
4.333333333333333,AT,56,2,3,1,AT,28.1,121.0
6.0,AT,15,2,2,2,AT,28.1,121.0
6.333333333333333,AT,59,1,6,3,AT,28.1,121.0
4.666666666666667,AT,75,2,7,3,AT,28.1,121.0
2.3333333333333335,AT,53,2,7,1,AT,28.1,121.0
7.666666666666667,AT,54,2,6,2,AT,28.1,121.0
7.666666666666667,AT,47,2,3,2,AT,28.1,121.0
7.333333333333333,AT,61,2,5,2,AT,28.1,121.0
9.0,AT,22,1,4,1,AT,28.1,121.0
5.666666666666667,AT,62,2,5,2,AT,28.1,121.0
6.0,AT,32,1,3,1,AT,28.1,121.0
8.333333333333334,AT,32,2,2,2,AT,28.1,121.0
6.0,AT,25,1,3,2,AT,28.1,121.0
5.333333333333333,AT,45,2,3,2,AT,28.1,121.0
3.3333333333333335,AT,30,1,2,2,AT,28.1,121.0
5.0,AT,63,1,7,2,AT,28.1,121.0
5.666666666666667,AT,82,1,3,2,AT,28.1,121.0
2.6666666666666665,AT,70,2,6,8,AT,28.1,121.0
3.0,AT,33,2,5,3,AT,28.1,121.0
4.0,AT,63,2,3,2,AT,28.1,121.0
8.333333333333334,AT,83,1,3,1,AT,28.1,121.0
7.0,AT,89,1,5,2,AT,28.1,121.0
5.0,AT,64,1,3,1,AT,28.1,121.0
8.666666666666666,AT,53,2,7,1,AT,28.1,121.0
5.666666666666667,AT,64,1,3,1,AT,28.1,121.0
7.333333333333333,AT,90,1,3,2,AT,28.1,121.0
7.666666666666667,AT,53,2,3,3,AT,28.1,121.0
7.0,AT,52,1,3,3,AT,28.1,121.0
8.333333333333334,AT,54,2,4,2,AT,28.1,121.0
7.0,AT,63,2,3,2,AT,28.1,121.0
6.666666666666667,AT,31,2,3,2,AT,28.1,121.0
5.0,AT,52,1,3,1,AT,28.1,121.0
8.0,AT,26,1,6,2,AT,28.1,121.0
7.0,AT,50,2,4,1,AT,28.1,121.0
7.666666666666667,AT,86,2,3,2,AT,28.1,121.0
7.666666666666667,AT,60,1,3,2,AT,28.1,121.0
6.333333333333333,AT,26,1,3,2,AT,28.1,121.0
7.333333333333333,AT,24,2,3,2,AT,28.1,121.0
8.0,AT,77,2,2,2,AT,28.1,121.0
7.0,AT,57,1,3,2,AT,28.1,121.0
